,0
0,18.2072
1,24.598000000000003
2,10.1299
3,5.5588
4,7.891
5,15.9066
6,8.0776
7,5.279
8,10.4097
9,11.9443
10,17.5682
11,27.5352
12,34.1692
13,44.3046
14,16.1622
15,3.6931
16,5.0924
17,3.8797
18,0.4967
19,6.1185
20,3.0401
21,0.5793
22,4.1595
23,7.1447
24,0.3482
25,5.4655
26,0.4417
27,0.0
28,0.0
29,12.0721
30,7.891
31,0.8945
32,13.3503
33,0.1172
34,0.0
35,0.2382
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,10.6896
45,5.4655
46,0.0
47,0.0
48,0.0
49,0.2657
50,4.0662
51,0.1887
52,17.4403
53,11.8165
54,0.4912
55,3.5998
56,1.5475
57,0.5353
58,13.8615
59,11.1774
60,17.4403
61,12.4555
62,19.6132
63,17.4403
64,24.2146
65,30.1151
66,48.3671
67,76.0395
68,184.8918
69,198.6
70,198.6
71,198.6
72,198.6
73,198.6
74,198.6
75,198.3206
76,197.9744
77,160.3021
78,153.9579
79,197.8013
80,196.8492
81,103.6529
82,74.434
83,51.0857
84,22.6808
85,10.9694
86,2.0139
87,0.4032
88,0.2492
89,0.0842
90,0.3482
91,14.3728
92,68.8799
93,83.7455
94,17.5682
95,37.302
96,49.3557
97,90.8095
98,99.7999
99,72.8341
100,52.3214
101,76.3605
102,190.8532
103,196.9358
104,155.9765
105,131.8124
106,198.6
107,198.6
108,198.6
109,198.6
110,198.6
111,198.6
112,197.7666
113,198.6
114,198.6
115,198.6
116,198.6
117,193.9001
118,144.4302
119,112.1846
120,97.8734
121,142.3273
122,128.3074
123,118.8441
124,127.6064
125,126.555
126,196.1521
127,194.0325
128,145.4817
129,88.8829
130,94.6625
131,106.2216
132,28.8252
133,18.8463
134,14.884
135,5.3722
136,6.0252
137,0.5903
138,0.2492
139,9.5701
140,4.9991
141,0.0
142,0.1777
143,26.7981
144,14.884
145,155.6881
146,180.4883
147,187.2763
148,198.4763
149,197.4031
150,198.6
151,198.6
152,198.6
153,198.6
154,198.6
155,198.6
156,198.6
157,194.0325
158,174.4324
159,106.8638
160,79.2503
161,34.9064
162,17.695999999999998
163,7.891
164,0.4692
165,0.3207
166,0.2822
167,14.245
168,54.5457
169,134.9669
170,184.7593
171,174.1441
172,190.8532
173,194.2975
174,196.6934
175,192.1779
176,198.6
177,198.6
178,198.6
179,198.6
180,193.3702
181,156.8416
182,66.6556
183,39.1448
184,40.0662
185,37.302
186,62.207
187,41.909
188,1.9206
189,184.6268
190,188.4686
191,197.6108
192,197.3512
193,196.7973
194,196.4171
195,193.5026
196,172.9906
197,144.4302
198,114.9886
199,99.7999
200,105.5794
201,170.1068
202,170.1068
203,65.9142
